response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,indcol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
ROBOT_F0CBDE39,2026-05-02 23:22:00,2026-05-02 23:23:00,firework,high,8403259,True,CC-DIV-CH,CC,DIV,CH,9.0,9.0,8.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,2.0,13.0,0.0,0.0,2.0,,,,9.0,9.0,9.0,9.0,9.0,9.0,8.0,12.0,10.0,9.0,4.0,9.0,5.0,15.0,2.0,True,True,False,False,3.0,0.40625,0.3072916666666667,0.35677083333333337,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,33,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,6,5,4,5,3,8,8,7,7,7,7,8,ROBOT_F0CBDE39,0.0,-5.0,0.0,-4.0,7.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_88E00CEA,2026-05-02 23:23:00,2026-05-02 23:23:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,5.0,0.0,0.0,6.0,-1.0,-1.0,5.0,0.0,-1.0,7.0,0.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,8.0,9.0,8.0,8.0,5.0,5.0,4.0,9.0,3.0,9.0,4.0,7.0,0.0,True,False,True,False,3.0,0.4322916666666667,0.3229166666666667,0.3776041666666667,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,40,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,5,7,ROBOT_88E00CEA,1.0,-5.0,0.0,-4.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_0786C01D,2026-05-02 23:23:00,2026-05-02 23:24:00,firework,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,9.0,10.0,0.0,1.0,7.0,0.0,0.0,6.0,0.0,10.0,25.0,0.0,0.0,0.0,Bill ≥ Clark,CH < CC,DIV > CC,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,20.0,9.0,2.0,9.0,3.0,25.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.33333333333333337,0.390625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,36,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,6,9,9,8,8,9,8,9,ROBOT_0786C01D,1.0,-6.0,0.0,-6.0,15.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_E5D0926C,2026-05-02 23:24:00,2026-05-02 23:24:00,firework,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,5.0,0.0,1.0,6.0,0.0,1.0,6.0,0.0,2.0,10.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,9.0,8.0,8.0,9.0,5.0,5.0,7.0,9.0,3.0,9.0,3.0,10.0,0.0,True,False,True,False,3.0,0.4947916666666667,0.375,0.43489583333333337,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,14,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,4,8,7,6,6,7,5,6,ROBOT_E5D0926C,1.0,-5.0,1.0,-5.0,5.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_57ED78BF,2026-05-02 23:24:00,2026-05-02 23:25:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,7.0,7.0,4.0,1.0,0.0,8.0,1.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,7.0,7.0,8.0,7.0,4.0,5.0,4.0,9.0,1.0,9.0,1.0,7.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.328125,0.40364583333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,36,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,5,3,8,7,6,7,8,6,7,ROBOT_57ED78BF,2.0,-7.0,2.0,-7.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_8BF5003C,2026-05-02 23:25:00,2026-05-02 23:25:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,6.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,Bill > Clark,CH > CC,DIV ≥ CC,6.0,7.0,7.0,6.0,7.0,7.0,1.0,2.0,2.0,8.0,1.0,8.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4635416666666667,0.3020833333333333,0.3828125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,5,6,7,6,7,ROBOT_8BF5003C,2.0,-6.0,2.0,-6.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_66D3ADAB,2026-05-02 23:26:00,2026-05-02 23:26:00,trolley,high,8403259,True,DIV-CH-CC,DIV,CH,CC,6.0,5.0,2.0,1.0,0.0,6.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,6.0,7.0,6.0,5.0,6.0,5.0,2.0,3.0,2.0,7.0,1.0,6.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.4010416666666667,0.4401041666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,11,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,5,ROBOT_66D3ADAB,1.0,-6.0,1.0,-5.0,1.0,-3.0,,,,,,,,,,,,,,,,,,
ROBOT_BFFAD105,2026-05-02 23:26:00,2026-05-02 23:27:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,7.0,0.0,1.0,7.0,0.0,1.0,7.0,0.0,3.0,7.0,0.0,0.0,0.0,Bill ≥ Clark,CH > CC,DIV > CC,8.0,8.0,9.0,8.0,8.0,9.0,7.0,7.0,10.0,8.0,1.0,8.0,1.0,7.0,0.0,False,True,True,False,3.0,0.4791666666666667,0.2864583333333333,0.3828125,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,40,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,5,3,8,7,6,7,8,7,8,ROBOT_BFFAD105,0.0,-7.0,0.0,-7.0,0.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_56DC3565,2026-05-02 23:27:00,2026-05-02 23:27:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,5.0,-1.0,0.0,6.0,-1.0,0.0,5.0,-1.0,1.0,8.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV > CC,9.0,8.0,9.0,9.0,8.0,9.0,6.0,5.0,7.0,9.0,3.0,9.0,4.0,8.0,0.0,True,True,True,True,3.0,0.4010416666666667,0.3020833333333333,0.3515625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,38,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,8,8,6,7,7,6,7,ROBOT_56DC3565,0.0,-5.0,0.0,-4.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_FBB84FCA,2026-05-02 23:27:00,2026-05-02 23:28:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,8.0,9.0,10.0,0.0,-1.0,6.0,0.0,0.0,3.0,0.0,-5.0,15.0,-1.0,0.0,-5.0,Bill > Clark,CH > CC,DIV < CC,9.0,9.0,8.0,9.0,9.0,9.0,15.0,15.0,10.0,9.0,3.0,9.0,6.0,20.0,5.0,True,True,True,True,3.0,0.4270833333333333,0.375,0.40104166666666663,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,52,1,I CONSENT to participate in this study,8403259,5,5,47,7,8,7,6,5,7,6,9,8,8,9,8,7,9,ROBOT_FBB84FCA,0.0,-6.0,0.0,-3.0,5.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_2B8F6574,2026-05-02 23:28:00,2026-05-02 23:28:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,7.0,5.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,10.0,-1.0,-1.0,-1.0,Bill > Clark,CH < CC,DIV > CC,8.0,7.0,9.0,8.0,7.0,9.0,6.0,5.0,8.0,9.0,3.0,9.0,3.0,10.0,0.0,True,False,True,False,3.0,0.4791666666666667,0.3802083333333333,0.4296875,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,12,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_2B8F6574,1.0,-4.0,1.0,-4.0,4.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_19002F43,2026-05-02 23:28:00,2026-05-02 23:29:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,7.0,7.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,1.0,9.0,1.0,10.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.2552083333333333,0.3671875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,4,3,5,3,8,7,7,6,8,7,8,ROBOT_19002F43,1.0,-7.0,2.0,-6.0,3.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_631DCF15,2026-05-02 23:29:00,2026-05-02 23:29:00,trolley,high,8403259,True,CC-CH-DIV,CC,CH,DIV,6.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,6.0,7.0,7.0,6.0,7.0,7.0,1.0,2.0,2.0,8.0,1.0,8.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3229166666666667,0.3854166666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,31,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,5,7,ROBOT_631DCF15,2.0,-6.0,2.0,-6.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_A30C841A,2026-05-02 23:29:00,2026-05-02 23:30:00,trolley,high,8403259,True,DIV-CC-CH,DIV,CC,CH,5.0,6.0,0.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,4.0,6.0,5.0,5.0,7.0,6.0,0.0,1.0,0.0,7.0,2.0,8.0,3.0,2.0,0.0,False,True,True,False,3.0,0.4791666666666667,0.31770833333333337,0.3984375,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,5,9,8,7,8,9,8,9,ROBOT_A30C841A,3.0,-4.0,3.0,-4.0,2.0,-1.0,,,,,,,,,,,,,,,,,,
ROBOT_F1C34D60,2026-05-02 23:30:00,2026-05-02 23:30:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,6.0,5.0,2.0,-1.0,0.0,5.0,-1.0,0.0,4.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,Bill ≥ Clark,CH < CC,DIV > CC,6.0,5.0,6.0,5.0,4.0,5.0,2.0,1.0,2.0,6.0,1.0,5.0,1.0,2.0,0.0,True,True,True,True,3.0,0.5208333333333333,0.4427083333333333,0.48177083333333326,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,12,1,I CONSENT to participate in this study,63,5,5,47,7,6,6,5,3,4,3,7,6,5,6,5,4,5,ROBOT_F1C34D60,0.0,-4.0,0.0,-3.0,0.0,-1.0,,,,,,,,,,,,,,,,,,
ROBOT_0ABE7B45,2026-05-02 23:30:00,2026-05-02 23:31:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,9.0,9.0,10.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,9.0,2.0,15.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.2864583333333333,0.3671875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,33,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,4,5,3,8,8,7,7,8,7,8,ROBOT_0ABE7B45,0.0,-7.0,0.0,-7.0,5.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_42B29A95,2026-05-02 23:31:00,2026-05-02 23:31:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,7.0,7.0,3.0,0.0,-1.0,6.0,-1.0,-2.0,5.0,0.0,-1.0,6.0,-1.0,-2.0,-1.0,Bill > Clark,CH > CC,DIV ≤ CC,8.0,8.0,7.0,9.0,8.0,7.0,4.0,4.0,3.0,9.0,3.0,9.0,4.0,6.0,0.0,True,False,True,False,3.0,0.4479166666666667,0.3020833333333333,0.375,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,40,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_42B29A95,1.0,-5.0,0.0,-4.0,2.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_94CA85BA,2026-05-02 23:31:00,2026-05-02 23:32:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,8.0,9.0,10.0,2.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,15.0,1.0,1.0,2.0,Bill ≥ Clark,CH > CC,DIV > CC,7.0,9.0,8.0,8.0,9.0,9.0,8.0,15.0,10.0,9.0,3.0,9.0,7.0,20.0,5.0,True,True,True,True,3.0,0.4427083333333333,0.33333333333333337,0.38802083333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,34,1,I CONSENT to participate in this study,8403259,5,5,47,7,8,7,6,5,7,6,8,9,8,8,8,9,9,ROBOT_94CA85BA,2.0,-6.0,1.0,-2.0,12.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_4C06271D,2026-05-02 23:32:00,2026-05-02 23:32:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,7.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,5.0,15.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,8.0,7.0,8.0,8.0,5.0,7.0,10.0,9.0,3.0,9.0,3.0,15.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.3541666666666667,0.44791666666666674,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,14,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,4,7,6,5,6,7,6,6,ROBOT_4C06271D,2.0,-5.0,2.0,-5.0,10.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_3D47EE80,2026-05-02 23:32:00,2026-05-02 23:33:00,trolley,low,63,True,DIV-CC-CH,DIV,CC,CH,8.0,7.0,3.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,Bill > Clark,CH < CC,DIV < CC,8.0,8.0,8.0,7.0,7.0,7.0,3.0,3.0,3.0,9.0,1.0,9.0,1.0,10.0,5.0,True,True,True,True,3.0,0.5,0.234375,0.3671875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,34,1,I CONSENT to participate in this study,63,5,5,47,8,6,7,4,3,5,3,8,7,6,7,8,8,8,ROBOT_3D47EE80,1.0,-7.0,2.0,-6.0,7.0,2.0,,,,,,,,,,,,,,,,,,
ROBOT_F9253CFD,2026-05-02 23:33:00,2026-05-02 23:33:00,trolley,high,8403259,True,DIV-CC-CH,DIV,CC,CH,5.0,5.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,4.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_F9253CFD,2.0,-4.0,2.0,-4.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ROBOT_B66300F7,2026-05-02 23:33:00,2026-05-02 23:34:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,5.0,1.0,2.0,7.0,1.0,2.0,6.0,1.0,6.0,9.0,1.0,1.0,1.0,Bill > Clark,CH < CC,DIV < CC,7.0,8.0,9.0,7.0,8.0,9.0,4.0,5.0,10.0,9.0,2.0,9.0,3.0,10.0,1.0,True,True,True,True,3.0,0.4270833333333333,0.3125,0.36979166666666663,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,25,1,I CONSENT to participate in this study,8403259,5,5,47,7,8,7,6,5,7,6,9,8,8,9,9,9,9,ROBOT_B66300F7,2.0,-6.0,2.0,-5.0,6.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_AD83C898,2026-05-02 23:34:00,2026-05-02 23:34:00,trolley,low,63,True,DIV-CC-CH,DIV,CC,CH,6.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,Bill > Clark,CH > CC,DIV > CC,5.0,6.0,6.0,4.0,5.0,5.0,1.0,2.0,2.0,7.0,1.0,6.0,1.0,3.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4427083333333333,0.4921875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,11,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,7,6,5,6,5,4,5,ROBOT_AD83C898,2.0,-5.0,2.0,-4.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_1338D22B,2026-05-02 23:34:00,2026-05-02 23:34:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,8.0,1.0,1.0,7.0,1.0,1.0,7.0,2.0,2.0,15.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,9.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,2.0,9.0,2.0,15.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3333333333333333,0.390625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,31,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,6,5,8,8,7,7,8,7,8,ROBOT_1338D22B,1.0,-7.0,1.0,-7.0,7.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_B22248E0,2026-05-02 23:34:00,2026-05-02 23:35:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,7.0,7.0,3.0,1.0,-1.0,6.0,1.0,-1.0,5.0,1.0,-1.0,6.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV ≤ CC,8.0,9.0,7.0,8.0,9.0,7.0,4.0,5.0,3.0,9.0,3.0,9.0,4.0,6.0,0.0,True,False,True,False,3.0,0.4322916666666667,0.3229166666666667,0.3776041666666667,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,41,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,5,7,ROBOT_B22248E0,1.0,-6.0,1.0,-5.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_1A1FC80E,2026-05-02 23:35:00,2026-05-02 23:36:00,firework,high,8403259,True,CC-DIV-CH,CC,DIV,CH,7.0,8.0,10.0,1.0,2.0,6.0,1.0,1.0,4.0,5.0,10.0,20.0,1.0,1.0,5.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,9.0,8.0,9.0,9.0,10.0,15.0,20.0,9.0,3.0,9.0,5.0,25.0,5.0,True,True,True,True,3.0,0.4427083333333333,0.33333333333333337,0.38802083333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,53,1,I CONSENT to participate in this study,8403259,5,5,47,7,8,7,6,5,7,6,9,8,8,8,8,9,9,ROBOT_1A1FC80E,2.0,-5.0,1.0,-4.0,15.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_3D0A4001,2026-05-02 23:36:00,2026-05-02 23:36:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,7.0,5.0,-1.0,0.0,6.0,-1.0,0.0,6.0,-2.0,1.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH < CC,DIV > CC,8.0,7.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,9.0,3.0,9.0,3.0,10.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.4010416666666667,0.4401041666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,14,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,5,ROBOT_3D0A4001,1.0,-4.0,1.0,-4.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_F6701153,2026-05-02 23:36:00,2026-05-02 23:36:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,7.0,7.0,4.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,8.0,1.0,8.0,1.0,7.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.2864583333333333,0.3828125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,19,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,5,3,8,7,6,7,8,7,8,ROBOT_F6701153,1.0,-6.0,1.0,-6.0,3.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_81FAEAD4,2026-05-02 23:36:00,2026-05-02 23:37:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,5.0,5.0,0.0,1.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,23,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_81FAEAD4,1.0,-5.0,1.0,-5.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ROBOT_3E450FC5,2026-05-02 23:37:00,2026-05-02 23:37:00,trolley,high,8403259,True,CC-CH-DIV,CC,CH,DIV,6.0,7.0,3.0,1.0,-1.0,6.0,1.0,-1.0,5.0,2.0,-1.0,6.0,-1.0,-1.0,-1.0,Bill ≥ Clark,CH < CC,DIV < CC,6.0,7.0,5.0,7.0,8.0,6.0,3.0,5.0,2.0,8.0,2.0,8.0,3.0,7.0,1.0,True,True,True,True,3.0,0.4427083333333333,0.33333333333333337,0.38802083333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,8403259,5,5,47,7,8,7,6,5,6,7,8,9,8,8,9,8,9,ROBOT_3E450FC5,2.0,-5.0,1.0,-5.0,4.0,-4.0,,,,,,,,,,,,,,,,,,
