response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,incdol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
R_7P18DNSKKDzMjJf,2026-03-05 12:49:00,2026-03-05 13:30:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,3.0,5.0,1.0,4.0,0.0,4.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≤ CC,3.0,7.0,3.0,5.0,7.0,5.0,1.0,3.0,1.0,7.0,3.0,9.0,6.0,4.0,1.0,True,True,True,True,3.0,0.375,0.21875,0.296875,True,18,Female,"Self describe: Bi-racial, Latina and White",Liberal/progressive,2434.0,1,I CONSENT to participate in this study,63,5,5,47,(7) agree,6,(7) agree,(7) agree,(1) totally disagree,(3) disagree,(3) disagree,(9) totally agree,(9) totally agree,(9) totally agree,(7) agree,8,(7) agree,(9) totally agree,94897,4.0,-4.0,4.0,-1.0,3.0,-2.0,96.211,309.176,212.96499999999997,94.828,131.779,36.95099999999999,206.376,359.011,152.63500000000002,103.753,224.535,120.782,19.713,98.563,78.85,10.517,24.967,14.45
R_6TLh1tnvQA36SDH,2026-03-05 13:33:00,2026-03-05 13:54:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,6.0,9.0,15.0,3.0,0.0,6.0,0.0,0.0,4.0,-5.0,-5.0,10.0,0.0,0.0,-5.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,6.0,9.0,6.0,9.0,9.0,9.0,15.0,10.0,10.0,8.0,2.0,9.0,5.0,10.0,0.0,True,True,True,True,3.0,0.3125,0.21875,0.265625,True,18,Female,"Self describe: Bi-racial, Latina and White",Liberal/progressive,1303.0,1,I CONSENT to participate in this study,8403259,5,5,47,6,4,(7) agree,(7) agree,(1) totally disagree,4,2,(9) totally agree,(9) totally agree,(9) totally agree,(7) agree,8,8,8,94897,2.0,-7.0,0.0,-4.0,-5.0,-10.0,129.832,163.592,33.76000000000002,80.398,106.913,26.515,538.2,557.236,19.035999999999945,31.551,61.919,30.368,26.53,75.367,48.837,55.77,69.37,13.600000000000001
R_5kGVpHXJK0FT6Yp,2026-03-05 16:27:00,2026-03-05 16:37:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill < Clark,CH ≤ CC,DIV ≥ CC,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,0.0,0.0,True,True,True,True,2.0,0.640625,0.5260416666666667,0.5833333333333334,True,19,Male,White,Nonpolitical,606.0,1,I CONSENT to participate in this study,63,5,100,47,6,8,8,(5) neither agree nor disagree,(7) agree,(7) agree,8,(5) neither agree nor disagree,(7) agree,8,(3) disagree,6,(7) agree,6,93879,-6.0,-6.0,-6.0,-6.0,-10.0,-10.0,25.492,52.641,27.148999999999997,21.736,134.685,112.949,12.083,25.682,13.598999999999998,3.033,33.533,30.5,11.663,31.814,20.151,10.589,44.44,33.851
R_1DGy9OXRp1AHgva,2026-03-05 18:23:00,2026-03-05 18:34:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,7.0,8.0,7.0,1.0,2.0,2.0,2.0,-2.0,4.0,2.0,-1.0,3.0,1.0,-2.0,-1.0,Bill > Clark,CH > CC,DIV ≤ CC,6.0,7.0,8.0,6.0,8.0,4.0,5.0,7.0,4.0,4.0,2.0,6.0,2.0,5.0,2.0,True,True,True,True,2.0,0.46875,0.5260416666666667,0.49739583333333337,True,18,Female,Asian,Liberal/progressive,642.0,1,I CONSENT to participate in this study,63,5,100,47,(7) agree,(5) neither agree nor disagree,6,6,6,(7) agree,8,(5) neither agree nor disagree,6,8,(5) neither agree nor disagree,8,(5) neither agree nor disagree,6,94065,-2.0,-5.0,0.0,-6.0,0.0,-5.0,48.8,60.051,11.251000000000005,79.852,128.147,48.29499999999999,64.613,77.639,13.025999999999996,14.239,32.229,17.99,17.41,36.999,19.589000000000002,5.352,19.856,14.504000000000001
R_3aOKdF7xtNTCmhv,2026-03-05 19:50:00,2026-03-05 20:13:00,trolley,high,8403259,True,DIV-CH-CC,DIV,CH,CC,3.0,9.0,15.0,1.0,-2.0,7.0,0.0,2.0,7.0,15.0,0.0,50.0,-2.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,5.0,6.0,3.0,7.0,7.0,9.0,15.0,30.0,15.0,9.0,2.0,9.0,2.0,50.0,0.0,False,True,True,False,2.0,0.546875,0.5208333333333333,0.5338541666666666,False,18,Female,White,Liberal/progressive,1355.0,0.899999976,I CONSENT to participate in this study,8403259,5,100,47,(9) totally agree,(7) agree,8,8,4,(5) neither agree nor disagree,(7) agree,(7) agree,6,(7) agree,(7) agree,4,6,(7) agree,93824,4.0,-4.0,2.0,-5.0,35.0,-30.0,85.375,98.192,12.816999999999993,120.733,155.3,34.56700000000001,163.616,209.831,46.214999999999975,147.464,203.763,56.29900000000001,18.273,59.52,41.247,18.833,29.533,10.700000000000003
R_3cqHw1SiNbmEndB,2026-03-06 09:11:00,2026-03-06 09:24:00,trolley,high,8403259,True,CH-DIV-CC,CH,DIV,CC,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill < Clark,CH > CC,DIV < CC,5.0,7.0,5.0,5.0,7.0,5.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,True,False,False,False,1.0,0.65625,0.46875,0.5625,False,19,Male,Black or African American,Nonpolitical,775.0,0.899999976,I CONSENT to participate in this study,8403259,10,5,24,(9) totally agree,(9) totally agree,(9) totally agree,(9) totally agree,(7) agree,(9) totally agree,(9) totally agree,(5) neither agree nor disagree,8,6,(7) agree,(9) totally agree,(9) totally agree,(9) totally agree,93920,2.0,-6.0,2.0,-6.0,0.0,0.0,46.142,51.276,5.134,154.624,178.356,23.732,66.384,71.417,5.033000000000001,21.148,36.247,15.099,40.031,55.447,15.416000000000004,17.971,39.12,21.148999999999997
R_1c0ZJ2pBL7gOqtT,2026-03-06 15:54:00,2026-03-06 16:05:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,6.0,6.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Bill < Clark,CH > CC,DIV ≤ CC,6.0,9.0,6.0,6.0,9.0,6.0,2.0,5.0,2.0,8.0,8.0,8.0,8.0,5.0,5.0,True,True,True,True,0.0,0.375,0.234375,0.3046875,True,18,Female,White,Liberal/progressive,634.0,1,I CONSENT to participate in this study,63,10,100,6,(3) disagree,4,6,2,(1) totally disagree,2,2,(7) agree,(7) agree,(7) agree,(7) agree,(7) agree,4,(7) agree,93777,2.0,-1.0,2.0,-1.0,3.0,0.0,61.389,66.288,4.898999999999994,25.99,31.322,5.332000000000001,124.673,148.283,23.609999999999985,9.03,21.43,12.4,11.57,23.235,11.665,15.929,28.812,12.883000000000001
R_6CrI74A6OPr1YDq,2026-03-06 15:55:00,2026-03-06 16:08:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,8.0,7.0,3.0,3.0,3.0,-1.0,1.0,2.0,5.0,1.0,2.0,10.0,3.0,1.0,1.0,Bill > Clark,CH > CC,DIV > CC,5.0,8.0,8.0,5.0,6.0,7.0,1.0,2.0,3.0,6.0,7.0,8.0,3.0,10.0,0.0,True,True,True,True,2.0,0.359375,0.5260416666666667,0.44270833333333337,True,19,Female,White,Liberal/progressive,766.0,,I CONSENT to participate in this study,63,5,100,47,6,(3) disagree,(7) agree,(7) agree,(3) disagree,(3) disagree,6,6,(7) agree,(7) agree,(9) totally agree,4,(7) agree,2,94572,1.0,-1.0,3.0,-3.0,9.0,-2.0,27.46,58.868,31.408,35.468,64.799,29.331000000000003,40.284,108.926,68.642,22.822,67.498,44.676,21.108,47.067,25.959,3.543,32.487,28.944000000000003
R_1oKKIrrrbqhr7zQ,2026-03-08 13:14:00,2026-03-08 13:34:00,firework,high,8403259,True,CC-CH-DIV,CC,CH,DIV,1.0,5.0,0.0,2.0,4.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,Bill > Clark,CH > CC,DIV ≥ CC,1.0,3.0,5.0,5.0,7.0,3.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,1.0,1.0,True,True,True,True,2.0,0.34375,0.4114583333333333,0.37760416666666663,True,19,Male,White,Liberal/progressive,1175.0,1,I CONSENT to participate in this study,8403259,5,100,47,6,(5) neither agree nor disagree,(7) agree,(7) agree,6,(7) agree,(5) neither agree nor disagree,8,(9) totally agree,8,(9) totally agree,8,8,(7) agree,94429,8.0,6.0,2.0,0.0,1.0,1.0,155.71,219.295,63.58499999999998,104.904,149.82,44.916,111.092,152.459,41.367000000000004,31.949,68.248,36.29900000000001,16.681,42.315,25.633999999999997,11.054,26.104,15.049999999999999
R_5fIlwxsAyRw9n2x,2026-03-08 21:21:00,2026-03-08 21:36:00,firework,high,8403295,False,CC-DIV-CH,CC,DIV,CH,6.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,6.0,17.0,7.0,17.0,3.0,3.0,7.0,Bill > Clark,CH > CC,DIV ≥ CC,6.0,9.0,9.0,6.0,9.0,9.0,3.0,20.0,10.0,9.0,3.0,9.0,3.0,20.0,3.0,True,True,True,True,1.0,0.359375,0.3854166666666667,0.37239583333333337,True,20,Female,Asian,Liberal/progressive,876.0,1,I CONSENT to participate in this study,8403295,10,100,47,(7) agree,6,6,6,(3) disagree,(7) agree,2,8,(9) totally agree,(9) totally agree,(7) agree,6,(7) agree,6,94426,3.0,-6.0,3.0,-6.0,17.0,-17.0,52.972,199.832,146.85999999999999,13.813,48.575,34.762,85.174,111.265,26.090999999999994,51.595,96.0,44.405,25.648,45.101,19.453,4.516,44.191,39.675000000000004
R_1j98nKJi0WdJipN,2026-03-08 21:29:00,2026-03-08 21:43:00,trolley,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,9.0,20.0,2.0,1.0,2.0,2.0,0.0,3.0,5.0,-7.0,13.0,1.0,0.0,-7.0,Bill > Clark,CH ≥ CC,DIV ≤ CC,6.0,8.0,7.0,7.0,9.0,7.0,15.0,20.0,8.0,7.0,5.0,7.0,4.0,15.0,2.0,True,True,False,False,0.0,0.453125,0.6354166666666666,0.5442708333333333,False,19,Male,White,Moderate,839.0,1,I CONSENT to participate in this study,63,10,500,24,(7) agree,4,6,(7) agree,(5) neither agree nor disagree,(7) agree,(3) disagree,6,(5) neither agree nor disagree,6,6,(3) disagree,2,(5) neither agree nor disagree,94007,1.0,-3.0,0.0,-5.0,0.0,-18.0,49.232,70.048,20.816000000000003,124.248,148.197,23.948999999999998,47.257,58.258,11.001000000000005,23.099,45.082,21.983,121.958,143.691,21.733000000000004,11.348,27.032,15.684
R_59c3wCe1Ip2nEyA,2026-03-08 22:02:00,2026-03-08 22:09:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,7.0,8.0,13.0,-3.0,0.0,2.0,-2.0,-1.0,2.0,-10.0,-7.0,1.0,-3.0,-2.0,-10.0,Bill < Clark,CH > CC,DIV ≥ CC,7.0,4.0,7.0,8.0,6.0,7.0,13.0,3.0,6.0,3.0,1.0,3.0,1.0,1.0,0.0,True,False,True,False,0.0,0.609375,0.734375,0.671875,False,19,Female,Black or African American,Liberal/progressive,392.0,1,I CONSENT to participate in this study,63,10,20,24,(7) agree,(7) agree,6,(7) agree,6,8,6,4,(3) disagree,(7) agree,(5) neither agree nor disagree,4,(1) totally disagree,4,94561,-4.0,-3.0,-5.0,-5.0,-12.0,-3.0,10.427,24.661,14.234000000000002,4.832,67.204,62.37199999999999,7.093,21.074,13.981000000000002,5.701,21.41,15.709,0.004,36.457,36.453,3.224,17.72,14.495999999999999
R_5gSjDpdCweuyqUj,2026-03-08 22:52:00,2026-03-08 23:00:00,firework,high,8403529,False,CH-CC-DIV,CH,CC,DIV,6.0,8.0,3.0,0.0,-1.0,-1.0,1.0,0.0,-2.0,0.0,2.0,-2.0,-1.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≤ CC,6.0,6.0,5.0,7.0,8.0,7.0,3.0,3.0,5.0,7.0,8.0,6.0,8.0,6.0,8.0,True,False,True,False,1.0,0.390625,0.6197916666666667,0.5052083333333334,False,18,Female,White,Liberal/progressive,501.0,1,I CONSENT to participate in this study,8403529,10,500,47,6,6,4,(7) agree,(5) neither agree nor disagree,(7) agree,6,(7) agree,(9) totally agree,(5) neither agree nor disagree,6,(5) neither agree nor disagree,(5) neither agree nor disagree,(3) disagree,94583,1.0,2.0,-1.0,0.0,3.0,5.0,28.286,35.386,7.100000000000001,65.094,84.112,19.018,13.756,25.19,11.434000000000001,7.844,37.927,30.083,11.983,20.933,8.95,15.75,23.166,7.416
R_6r0UMGcsocCNew4,2026-03-09 09:27:00,2026-03-09 09:34:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,3.0,5.0,10.0,-1.0,-2.0,-2.0,2.0,1.0,1.0,0.0,5.0,0.0,-2.0,1.0,0.0,Bill > Clark,CH > CC,DIV < CC,5.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,10.0,5.0,7.0,7.0,6.0,25.0,25.0,True,True,False,False,0.0,0.4375,0.4947916666666667,0.46614583333333337,False,19,Female,White,Liberal/progressive,422.0,1,I CONSENT to participate in this study,8403259,10,100,24,(7) agree,6,(7) agree,(7) agree,2,(5) neither agree nor disagree,(7) agree,6,(7) agree,8,(9) totally agree,(7) agree,4,(5) neither agree nor disagree,95011,0.0,3.0,3.0,0.0,20.0,20.0,33.47,38.099,4.628999999999998,13.031,22.115,9.083999999999998,14.666,67.681,53.015,14.777,26.827,12.050000000000002,7.321,23.655,16.334000000000003,9.221,18.13,8.908999999999999
R_71bm71ApjDh8NKA,2026-03-09 09:26:00,2026-03-09 09:48:00,firework,low,63,True,CC-DIV-CH,CC,DIV,CH,7.0,7.0,3.0,2.0,1.0,5.0,2.0,1.0,4.0,4.0,2.0,12.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,7.0,9.0,8.0,7.0,9.0,8.0,3.0,7.0,5.0,9.0,4.0,9.0,5.0,15.0,3.0,True,True,True,True,3.0,0.53125,0.6041666666666667,0.5677083333333334,True,19,Male,Asian,Moderate,1328.0,1,I CONSENT to participate in this study,63,5,5,47,(9) totally agree,(7) agree,8,(9) totally agree,(9) totally agree,(9) totally agree,(9) totally agree,(5) neither agree nor disagree,(7) agree,(9) totally agree,(7) agree,(9) totally agree,6,(7) agree,93836,2.0,-5.0,2.0,-4.0,12.0,-4.0,177.427,193.294,15.867000000000019,57.02,97.801,40.781,33.113,36.963,3.8500000000000014,49.95,55.149,5.198999999999998,108.428,114.127,5.698999999999998,18.758,65.059,46.301
R_3j5NyGAcQ9NAKFr,2026-03-09 09:32:00,2026-03-09 09:50:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,7.0,9.0,5.0,0.0,-1.0,2.0,1.0,-1.0,6.0,0.0,-2.0,4.0,-1.0,-1.0,-2.0,Bill ≥ Clark,CH ≥ CC,DIV ≤ CC,7.0,7.0,6.0,8.0,9.0,7.0,5.0,5.0,3.0,7.0,5.0,8.0,2.0,5.0,1.0,True,True,True,True,3.0,0.5625,0.546875,0.5546875,True,18,Female,White,Liberal/progressive,1126.0,1,I CONSENT to participate in this study,8403259,5,5,47,(5) neither agree nor disagree,(7) agree,8,(7) agree,(5) neither agree nor disagree,8,(3) disagree,(3) disagree,(7) agree,(9) totally agree,(7) agree,(7) agree,6,2,94122,0.0,-2.0,0.0,-7.0,0.0,-4.0,62.914,77.231,14.316999999999993,87.636,107.936,20.30000000000001,50.496,65.68,15.184000000000005,8.112,21.047,12.935,28.577,50.511,21.934,12.365,32.416,20.050999999999995
R_1ENimodRk3x3Fsd,2026-03-09 09:52:00,2026-03-09 10:07:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,2.0,4.0,2.0,-4.0,0.0,6.0,-3.0,0.0,6.0,-5.0,0.0,10.0,-4.0,-3.0,-5.0,Bill > Clark,CH > CC,DIV < CC,6.0,2.0,6.0,7.0,4.0,7.0,7.0,2.0,7.0,7.0,1.0,7.0,1.0,10.0,0.0,True,False,True,False,2.0,0.4375,0.4791666666666667,0.45833333333333337,False,19,Female,White,Liberal/progressive,941.0,1,I CONSENT to participate in this study,63,5,5,24,(7) agree,6,4,(5) neither agree nor disagree,(3) disagree,(7) agree,(5) neither agree nor disagree,4,6,(7) agree,(7) agree,(7) agree,(3) disagree,6,95008,1.0,-1.0,0.0,-3.0,3.0,-2.0,53.371,59.037,5.665999999999997,87.043,116.127,29.08399999999999,114.495,129.728,15.233000000000004,33.914,39.647,5.732999999999997,9.728,49.994,40.266,26.323,46.789,20.466
R_5LDEHbMIRT7vKcp,2026-03-09 09:57:00,2026-03-09 10:13:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,5.0,5.0,2.0,1.0,-1.0,-3.0,1.0,-1.0,-3.0,2.0,-1.0,-5.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV ≥ CC,6.0,7.0,5.0,6.0,7.0,5.0,3.0,5.0,2.0,5.0,8.0,5.0,8.0,2.0,7.0,True,True,True,True,2.0,0.359375,0.4895833333333333,0.42447916666666663,True,18,Female,White,Nonpolitical,926.0,1,I CONSENT to participate in this study,8403259,5,20,47,4,4,(3) disagree,(7) agree,6,6,(7) agree,4,(7) agree,6,6,6,8,6,94384,-1.0,1.0,-1.0,1.0,-1.0,2.0,66.36,70.827,4.466999999999999,116.314,130.497,14.183000000000021,124.061,156.511,32.44999999999999,44.768,61.267,16.499000000000002,34.591,41.441,6.850000000000001,11.038,23.655,12.617
R_1PCexuCJ8n6t4Vk,2026-03-09 09:31:00,2026-03-09 10:14:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,6.0,8.0,2.0,2.0,3.0,5.0,0.0,-1.0,5.0,1.0,1.0,2.0,2.0,-1.0,1.0,Bill ≥ Clark,CH ≥ CC,DIV ≤ CC,6.0,8.0,9.0,8.0,8.0,7.0,2.0,3.0,3.0,9.0,4.0,9.0,4.0,2.0,0.0,True,True,True,True,3.0,0.359375,0.46875,0.4140625,True,18,Female,White,Liberal/progressive,2544.0,1,I CONSENT to participate in this study,63,5,5,47,4,(5) neither agree nor disagree,(3) disagree,6,(1) totally disagree,4,(3) disagree,(5) neither agree nor disagree,6,(7) agree,(7) agree,4,4,4,94948,3.0,-4.0,1.0,-4.0,0.0,-3.0,98.613,125.496,26.882999999999996,766.295,783.045,16.75,914.26,919.577,5.317000000000007,63.064,71.714,8.649999999999999,6.261,44.229,37.967999999999996,9.542,52.908,43.366
R_5wmJauhmTA3m3cB,2026-03-09 10:03:00,2026-03-09 10:15:00,firework,high,8403952,False,CC-DIV-CH,CC,DIV,CH,6.0,7.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,6.0,7.0,8.0,7.0,7.0,8.0,1.0,1.0,3.0,8.0,8.0,9.0,9.0,5.0,5.0,True,True,True,True,1.0,0.578125,0.625,0.6015625,True,19,Female,Self describe: Black and White,Liberal/progressive,724.0,0.600000024,I CONSENT to participate in this study,8403952,5,500,24,(7) agree,8,8,(7) agree,(5) neither agree nor disagree,6,6,8,(7) agree,(5) neither agree nor disagree,(7) agree,(7) agree,(3) disagree,2,95073,2.0,1.0,2.0,2.0,4.0,4.0,80.565,120.333,39.768,53.355,60.488,7.133000000000003,50.155,61.407,11.251999999999995,25.296,39.731,14.435000000000002,9.234,25.251,16.017000000000003,8.265,25.183,16.918
R_60x9MLwmHRaApot,2026-03-09 10:15:00,2026-03-09 10:27:00,trolley,low,63,True,DIV-CC-CH,DIV,CC,CH,6.0,6.0,5.0,2.0,1.0,3.0,1.0,2.0,0.0,13.0,3.0,10.0,1.0,1.0,3.0,Bill > Clark,CH > CC,DIV < CC,5.0,7.0,6.0,4.0,5.0,6.0,2.0,15.0,5.0,8.0,5.0,7.0,7.0,20.0,10.0,True,False,False,False,1.0,0.5,0.5208333333333333,0.5104166666666666,False,19,Male,Self describe: Mixed (Guatemalan and Black),Moderate,700.0,1,I CONSENT to participate in this study,63,5,20,16,4,6,6,(5) neither agree nor disagree,6,6,(7) agree,6,(5) neither agree nor disagree,(7) agree,6,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,94916,3.0,-2.0,3.0,2.0,18.0,-5.0,1.39,101.26,99.87,8.435,45.133,36.698,18.79,107.512,88.72200000000001,19.593,29.795,10.202000000000002,12.839,27.803,14.964,11.393,25.586,14.192999999999998
R_1kdfKRosRm8tjpv,2026-03-09 10:24:00,2026-03-09 11:03:00,trolley,high,850359,False,CH-CC-DIV,CH,CC,DIV,6.0,5.0,23.0,3.0,6.0,1.0,1.0,-2.0,2.0,-11.0,-27.0,-36.0,3.0,-2.0,-27.0,Bill ≥ Clark,CH < CC,DIV < CC,3.0,6.0,9.0,4.0,5.0,2.0,34.0,23.0,7.0,6.0,5.0,7.0,5.0,5.0,41.0,True,True,False,False,3.0,0.625,0.4947916666666667,0.5598958333333334,False,19,Female,White,Libertarian/classical liberal,2347.0,1,I CONSENT to participate in this study,850359,5,5,47,(7) agree,8,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,8,(9) totally agree,(1) totally disagree,(9) totally agree,(3) disagree,(5) neither agree nor disagree,6,(9) totally agree,(7) agree,95059,3.0,-1.0,3.0,0.0,-29.0,18.0,4.069,21.648,17.579,297.235,306.644,9.408999999999992,11.914,43.308,31.394,7.079,22.265,15.186,8.673,40.048,31.375,13.622,20.455,6.832999999999998
R_1QLnKismoZmQWHv,2026-03-09 10:51:00,2026-03-09 11:06:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,3.0,6.0,0.0,2.0,-2.0,0.0,1.0,0.0,6.0,4.0,-1.0,0.0,-2.0,0.0,-1.0,Bill > Clark,CH > CC,DIV < CC,5.0,7.0,3.0,6.0,7.0,6.0,1.0,5.0,0.0,9.0,9.0,9.0,3.0,5.0,5.0,True,True,True,True,3.0,0.609375,0.6458333333333334,0.6276041666666667,True,21,Male,White,Liberal/progressive,922.0,1,I CONSENT to participate in this study,63,5,5,47,8,8,8,(7) agree,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,(7) agree,(7) agree,(7) agree,4,6,(3) disagree,2,95337,4.0,2.0,3.0,-4.0,4.0,0.0,153.491,183.174,29.682999999999993,51.597,68.813,17.216,128.103,154.053,25.94999999999999,27.356,42.54,15.183999999999997,11.745,24.878,13.133000000000001,15.021,32.138,17.116999999999997
R_61iFWFjTscQpePx,2026-03-09 10:58:00,2026-03-09 11:13:00,trolley,high,840239,False,CC-DIV-CH,CC,DIV,CH,5.0,9.0,1.0,4.0,0.0,4.0,0.0,-4.0,4.0,1.0,-1.0,1.0,0.0,-4.0,-1.0,Bill ≥ Clark,CH ≥ CC,DIV < CC,5.0,9.0,5.0,9.0,9.0,5.0,1.0,2.0,0.0,5.0,1.0,5.0,1.0,1.0,0.0,True,True,False,False,2.0,0.46875,0.4010416666666667,0.43489583333333337,False,19,Male,White,Liberal/progressive,913.0,1,I CONSENT to participate in this study,840239,10,5,47,(7) agree,(5) neither agree nor disagree,(7) agree,8,6,8,(1) totally disagree,8,(7) agree,6,(5) neither agree nor disagree,(7) agree,(9) totally agree,6,95048,0.0,-8.0,-4.0,-8.0,0.0,-2.0,8.598,150.282,141.684,65.338,74.771,9.433000000000007,117.224,126.197,8.972999999999999,90.609,102.242,11.63300000000001,23.018,32.537,9.518999999999998,21.363,33.807,12.444000000000003
R_3ZTSyJ88txqL0pX,2026-03-09 11:12:00,2026-03-09 11:28:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,3.0,2.0,0.0,-1.0,-1.0,1.0,-2.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,Bill > Clark,CH ≥ CC,DIV ≤ CC,4.0,3.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,8.0,7.0,8.0,7.0,5.0,5.0,True,True,True,True,3.0,0.375,0.484375,0.4296875,True,20,Female,Asian,Moderate,965.0,0.899999976,I CONSENT to participate in this study,63,5,5,47,6,(3) disagree,6,(7) agree,(7) agree,6,(7) agree,6,6,8,6,8,6,(7) agree,94585,4.0,4.0,4.0,5.0,5.0,5.0,46.193,54.645,8.452000000000005,151.184,233.455,82.27100000000002,98.805,132.854,34.04900000000001,8.852,20.65,11.797999999999998,38.072,53.092,15.019999999999996,17.845,32.964,15.119
